sequenceID,sum_diff,autocorr,mean_diff,abs_skewness,count,max_diff,kurtosis,variance,mean,std_deviation,unique_count,max_value,range_value,iqr,percentile_75,percentile_25,percentile_50,median,min_diff,min_value
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr6:95830543-157559467,2270351,0.968520058244063,1.0456303324083775,1.6080467396046083,2171276,6,2.926896421449208,18.13248361641637,4.568749435815622,4.258225406952569,41,40,40,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr7:100606043-130154523,1033812,0.9682844158785078,1.0456603777401738,1.583763021338814,988670,6,2.7309927741830777,18.000325549244472,4.513021533979994,4.242679053292209,36,35,35,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr8:86726451-142766515,1823074,0.9656667730100692,1.043783897982424,1.7615206330606084,1746602,6,3.7290842602447314,16.543584954483002,4.196833623229562,4.067380601134224,42,41,41,5.0,6.0,1.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr9:92678796-133073060,1495384,0.96908791409791,1.0469603937520566,1.4151789780460569,1428311,6,2.412125583758629,18.533212628760754,4.907373114118704,4.305021791903121,46,45,45,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr10:18024675-38818835,1384152,0.9751278877375712,1.1090543865735825,1.6981496527719262,1248048,7,3.708957631612276,27.2544005564127,6.104346146943066,5.220574734300113,53,52,52,6.0,8.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr10:51448845-125869472,4977291,0.975504959422704,1.110005680167118,1.5408573453002372,4484024,10,2.7279819936554044,27.733863344706883,6.251646066122751,5.266295030161801,49,48,48,5.0,8.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr11:96437584-134946516,2419242,0.9770076153010274,1.1082494250872676,1.7157229534268452,2182941,16,3.328016919415852,29.421515280285583,6.043290679867207,5.424160329515121,52,51,51,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr12:37856694-109373470,5000449,0.9770398978565216,1.1122479983558002,1.791656769140615,4495805,13,8.6034068639486,29.76605122922031,6.384171021652407,5.455827272670966,114,176,176,5.0,8.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr12:7239876-34856694,1885583,0.9740175784236286,1.1105703621813692,1.861743763924548,1697852,18,6.228829497667014,26.19062606562494,6.040458178922544,5.117677800098883,98,108,108,5.0,8.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr13:19020000-86760324,4506846,0.9737802480729604,1.1104757887308605,1.732664392408206,4058483,28,3.6016839620006715,25.943409480957904,5.923602488910265,5.093467333846159,50,49,49,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr14:19000000-107289540,6232874,0.9772703351105724,1.1125493209527813,1.5555459244971992,5602336,16,4.855526346193043,30.08539712161698,6.630202472682824,5.485015690188769,116,139,139,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr15:29209443-82829645,4043376,0.9787763599139782,1.1152411681278651,1.2715878836008812,3625563,10,1.846840212274004,32.43807036503993,7.191609965128174,5.695442947220165,78,92,92,7.0,10.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr16:46385801-88389383,2878714,0.9998651389192634,1.1728612304980734,16.124348477292635,2454438,63,315.570852941299,8196.955040741565,14.288568706970802,90.53703684537928,2478,2863,2863,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr17:34725848-62410760,2198139,0.980569834582759,1.1166279156597925,1.2527801913330825,1968552,11,2.3802679986188657,35.56130047722477,7.763715665118321,5.963329646868834,71,70,70,8.0,11.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr17:62460760-77546461,1029367,0.9775094252710712,1.1093906777587736,1.4023036669233704,927868,7,2.2975307563147807,30.165123163119453,6.717109545754353,5.492278503783239,56,55,55,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr18:18510898-52059136,2070001,0.9972565686098828,1.1143446230206262,53.0154419503106,1857596,106,3799.5154307266994,269.4886421695733,6.029433202913873,16.416109227511047,741,1506,1506,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr1:3995268-13052998,598724,0.9757942719884216,1.1086023874638704,1.1795929542070978,540072,6,1.389282808725961,27.96869081482697,6.760904101675332,5.288543354726987,45,44,44,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr2:21178113-87668206,4780975,0.9773353122215294,1.112904922831826,1.4449233844540044,4295943,9,2.2852516951161186,30.186236729612464,6.668995142626427,5.49420028117036,49,48,48,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr3:60000-66170270,4596702,0.9755893036126292,1.1105226486897062,1.4694706611088684,4139225,9,2.423601341788717,27.86369727462557,6.399547258242787,5.278607512841391,52,51,51,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr4:75452279-191044276,7516810,0.9696595041150542,1.1079249663649238,2.190454528576316,6784585,13,15.109629940621438,22.27043356784159,5.544568754021064,4.719156022833065,135,172,172,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr6:95830543-157559467,4375492,0.9732613998476882,1.111239450126578,1.651984158523516,3937489,9,3.3742662973440907,25.48244664621997,6.123434249594094,5.048014128963979,53,52,52,5.0,8.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr7:100606043-130154523,2035107,0.973153425059732,1.1102057182135083,1.6456913712265209,1833091,22,3.3263612578069663,25.32571103532116,6.051373881602168,5.032465701355664,61,61,61,5.0,8.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr8:86726451-142766515,3670752,0.9726950847616076,1.1074548118255565,2.144712465545986,3314585,9,9.41842296039962,24.711929562763807,5.746941170614119,4.97110949012027,107,108,108,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr9:92678796-133073060,2829099,0.9766664149607892,1.1109946529608208,1.4407906771409538,2546457,10,2.387874851095903,29.188818549396213,6.595768159446635,5.402667725244281,56,55,55,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr10:18024675-38818835,1320764,0.9621779897804912,1.0459583236651353,1.6257558828176155,1262732,6,3.8700615105431706,15.099616395655426,5.142593994608515,3.885822486379869,42,41,41,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr10:51448845-125869472,4653406,0.961424922194141,1.0459376744763125,1.4416549570104191,4449029,8,2.6382758742611263,14.808002696238272,5.157754422369465,3.848116772687424,39,38,38,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr11:96437584-134946516,2283216,0.9638345426288456,1.0447908854165475,1.6863907013041282,2185334,7,3.780822519977332,15.742593636594655,5.003507015403595,3.967693742792487,41,40,40,4.0,6.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr12:37856694-109373470,4869570,0.9654490720459206,1.0475579526027443,2.0521745761875425,4648498,13,21.733335787031194,16.611701353902674,5.42561898488501,4.075745496703968,126,170,170,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr12:7239876-34856694,1837773,0.962204466662814,1.0466714811148712,1.799983308584497,1755827,15,6.609650960462044,15.148895800850646,5.227229106284389,3.8921582445798175,77,80,80,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr13:19020000-86760324,4381853,0.95981693265298,1.046051441102368,1.6210035406392598,4188947,35,3.9878997102216287,14.224940207751793,5.081925600872964,3.771596506487908,63,67,67,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr14:19000000-107289540,5769058,0.9650461082082588,1.047394439624191,1.9167413182993709,5508010,13,18.33257656618341,16.414913783677576,5.40070406553365,4.051532276025649,126,156,156,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr15:29209443-82829645,3601669,0.967197099973066,1.0490186027139516,1.3866177070850667,3433371,10,5.017537991304474,17.566124170739176,5.721558200380908,4.191196031055953,81,114,114,5.0,8.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr16:46385801-88389383,2648325,0.9999205489051572,1.1325992014615922,15.378916933510832,2338273,62,284.7221478840381,15311.167914939366,16.415059747086847,123.73830415412748,3126,3711,3711,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr17:34725848-62410760,2010308,0.9716918730386797,1.0518690838158893,1.3689100069320037,1911178,14,3.6802322912197294,20.518825429839364,6.271915017858096,4.529771012958532,64,63,63,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr17:62460760-77546461,954342,0.966983293749712,1.047475106685633,1.3855699203644805,911089,7,2.399670267969899,17.373201100479225,5.517712320091671,4.168117212900715,40,39,39,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr18:18510898-52059136,1957442,0.9974214682551206,1.049372636161139,58.074007043098526,1865346,94,4398.394829184166,242.70197686192589,5.065510098394614,15.578895238813498,702,1514,1514,4.0,6.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr1:3995268-13052998,531163,0.9629022205213884,1.045827032731626,1.1610479357600352,507889,7,1.4866057400535957,15.401509666687994,5.338963828710604,3.9244757187028174,34,33,33,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr2:21178113-87668206,4496850,0.9653067491426496,1.0478023029118784,1.3857442295435511,4291698,6,2.319268869533155,16.549339437667392,5.520826721731119,4.0680879338661535,37,36,36,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr3:60000-66170270,4313812,0.9624964909016904,1.046577646271908,1.4398030016672694,4121828,9,2.8725597952620325,15.256696023879435,5.300121936189477,3.905982081868712,67,66,66,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr4:75452279-191044276,7421680,0.9544513338716514,1.044633327323125,1.677013922616654,7104580,8,4.390814766577763,12.493647493987009,4.875616433342999,3.534635411748573,53,52,52,4.0,6.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr6:95830543-157559467,4269576,0.960424565090826,1.046946095802874,1.5285057238683604,4078125,7,3.3236332060281004,14.47251415822052,5.306453578544061,3.804275773155848,39,38,38,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr7:100606043-130154523,1978172,0.9613303109488543,1.0467160947444394,1.6394297803959936,1889885,7,4.154138423781007,14.802932799657125,5.23323535559042,3.847457965937656,52,52,52,4.0,7.0,3.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr8:86726451-142766515,3515054,0.962520246969446,1.0451351712166763,3.3077348835944886,3363254,6,38.31534315700564,15.205515033082758,4.946191694115282,3.8994249618479335,123,122,122,4.0,6.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr9:92678796-133073060,2516277,0.9619124611512412,1.046084598806697,1.410012789386984,2405425,7,2.7211330003579355,15.003073519923706,5.219406134051155,3.873380115599773,41,40,40,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr10:18024675-38818835,1479172,0.989060317866338,1.3877641394282776,2.181700275076093,1065868,16,6.239117289785712,117.24586110699752,9.945468857306908,10.828012795845668,117,119,119,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr10:51448845-125869472,5198128,0.9886456087209264,1.385045395223816,2.0913653464609863,3753039,18,5.654742723440981,112.36730440203436,9.953864588137773,10.600344541666292,118,117,117,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr11:96437584-134946516,2448630,0.9884926532195796,1.3789085773302234,2.315828790240708,1775775,20,7.043133447983179,109.54848538988868,9.338479255536315,10.466541233372594,119,119,119,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr12:37856694-109373470,5655704,0.9899918871389856,1.3983169376047526,2.7460043988821674,4044652,37,30.22178439875212,130.7025491034607,10.486397593661952,11.43252155490908,190,477,477,11.0,14.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr12:7239876-34856694,2170429,0.9892062537687168,1.3994163588451745,2.2846651381571053,1550954,17,7.1908109905140805,121.30348001082332,10.15858948750253,11.01378590725384,138,138,138,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr13:19020000-86760324,5370976,0.9885141364423428,1.4070526372596328,2.1871514055244328,3817183,21,6.250243930594298,115.55488542026109,10.033452941606416,10.749645827666187,145,149,149,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr14:19000000-107289540,6618159,0.989339278775868,1.3894135862405592,2.017913550206309,4763276,19,5.2864504619506345,120.78581517324582,10.49224525305693,10.990260013905305,144,155,155,11.0,14.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr15:29209443-82829645,4143764,0.990473683083433,1.3865930499088155,2.031478897002553,2988451,23,11.775361960031391,134.46336420402474,11.591542909687996,11.595833915852053,184,340,340,13.0,16.0,3.0,8.0,8.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr16:46385801-88389383,2794593,0.9999045121945084,1.5439126178406162,14.392877466869113,1810073,102,261.8107278692588,36063.30249509686,28.42747391956015,189.90340306349665,4029,6209,6209,11.0,13.0,2.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr17:34725848-62410760,2115050,0.989893873538906,1.3676206807809543,1.7178001290392926,1546519,18,3.8262702926752494,122.41503586698222,11.56101218284418,11.064132856531604,111,111,111,12.0,16.0,4.0,8.0,8.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr17:62460760-77546461,885702,0.9893010886129726,1.3559575806844226,1.9570752462385936,653194,16,4.583154109615329,113.02769552586705,9.968105953208388,10.631448420881656,91,92,92,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr18:18510898-52059136,2230049,0.9948191697739678,1.3967084751410144,30.240603714967605,1596647,56,1758.235563205623,258.6034838147275,9.35973887778576,16.08115306234996,624,1267,1267,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr1:3995268-13052998,448566,0.9860918799350346,1.3280063000704614,1.8450428753917807,337775,20,4.527151276865887,82.58991118010789,9.071953223299534,9.087899162078545,93,93,93,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr2:21178113-87668206,5258874,0.989867506503398,1.396038436972889,1.9275142688369524,3766999,17,4.667900540160858,128.44392799011248,10.954640019814182,11.33331054856049,113,112,112,12.0,15.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr3:60000-66170270,4570862,0.9882040159699677,1.373556422539266,2.1921055827702114,3327758,18,7.157071250501936,105.94915153915775,9.608654535576203,10.293160425212353,167,200,200,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr4:75452279-191044276,8998378,0.986556678504684,1.4035513129469752,2.371311732712878,6411151,31,7.544751103481975,98.06950053374956,9.170702889387568,9.903004621515104,138,138,138,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr6:95830543-157559467,5174978,0.988975967737062,1.4044400032892532,2.2112950286583075,3684728,18,6.552453518050553,119.80671673401342,10.315525596461937,10.945625461069524,121,121,121,10.0,13.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr7:100606043-130154523,2309640,0.988365662413109,1.396454870245494,2.362529187137344,1653932,22,7.778804130407401,111.99921745000452,9.74139263282892,10.5829682721817,140,139,139,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr8:86726451-142766515,3974624,0.9876099464024232,1.388658530279463,2.350759660590378,2862205,16,7.437881754528925,103.68110942190148,9.21873101332714,10.182392126700949,115,114,114,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr9:92678796-133073060,2702309,0.9875356815497348,1.3702009787044815,1.995588801170895,1972200,17,5.330830250589665,99.68878506709612,9.704728222289829,9.984427127637124,110,116,116,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr10:18024675-38818835,1179596,0.9856639639295066,1.049302064096953,1.4050041634887536,1124173,8,2.4016869126186227,40.25180914313919,7.335457265029492,6.3444313490760695,55,54,54,8.0,11.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr10:51448845-125869472,4166253,0.9851391870536316,1.0505025010325364,1.1240646334326658,3965963,8,0.9514701945149676,38.95909706997852,7.460796785043128,6.241722283951644,54,53,53,8.0,11.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr11:96437584-134946516,1955242,0.9873660017231344,1.0496309299491622,1.2783702827820884,1862791,8,1.2789748033114243,45.71759617724292,7.383678040102191,6.761478845433365,51,50,50,9.0,11.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr12:37856694-109373470,4312027,0.986357781608155,1.0517880406692082,1.2039720393425153,4099712,16,1.2462923129326071,42.6008320895906,7.705498581363764,6.526931291931193,80,84,84,8.0,11.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr12:7239876-34856694,1628453,0.9857371479363652,1.049906321282541,1.5085227422152487,1551047,8,2.903252207769188,40.53113733105642,7.305771520785637,6.3664069404222365,63,62,62,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr13:19020000-86760324,3432658,0.985294423872767,1.0475333974590588,1.3600936988331285,3276897,57,2.124023019775326,39.1069968863781,6.947898881167153,6.253558737741103,91,90,90,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr14:19000000-107289540,5490249,0.9860065182568368,1.0529078500021478,1.1313267788041057,5214369,14,1.2030344072684032,41.65884415786154,7.911176405045366,6.454366286310496,90,90,90,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr15:29209443-82829645,3743680,0.9854304097656968,1.0551099702323077,1.0003061501806798,3548143,8,0.7596328456439791,40.23909851580351,8.245335095006036,6.343429554728539,59,58,58,9.0,12.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr16:46385801-88389383,2440593,0.9998351134080048,1.102042392133329,15.051091884578144,2214610,40,268.85248635820955,5094.457469332072,14.272326955987737,71.37546825998461,1886,2182,2182,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr17:34725848-62410760,2216387,0.9870586156188936,1.060825011187931,1.2153487745361624,2089306,24,3.935085100561426,46.0542460751939,9.151642219952462,6.78632787855066,94,93,93,9.0,13.0,4.0,8.0,8.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr17:62460760-77546461,1033586,0.9855940039735392,1.055340795151248,1.0576660754444565,979387,9,0.9516326273831583,40.73363895075365,8.236284533080386,6.3822910424669335,47,46,46,9.0,12.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr18:18510898-52059136,1462233,0.9969106302760664,1.0514034214780004,38.22406544185625,1390745,52,2174.347694946163,199.05376432566945,6.904765431477373,14.108641476969687,609,1016,1016,8.0,10.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr1:3995268-13052998,617358,0.9841771472078004,1.054997223052933,0.9224361753648276,585176,8,0.6051642616265522,37.0451855545531,8.212202824449397,6.086475626711496,47,46,46,9.0,12.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr2:21178113-87668206,4163172,0.985788158491594,1.053122697258832,1.0941412656485237,3953170,9,0.9591166432014728,41.034068874034055,7.943975594269915,6.405784017123435,52,51,51,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr3:60000-66170270,4250570,0.9856697323038088,1.0525253630787463,1.1093286394155386,4038450,9,0.9541697529969936,40.6260378024953,7.864682241949263,6.373855803396818,57,56,56,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr4:75452279-191044276,5419532,0.983702341228158,1.0444033070745355,1.4379949192919728,5189119,8,2.1309687898960648,34.92207088642371,6.431850377684536,5.909489900695635,58,57,57,7.0,9.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr6:95830543-157559467,3751857,0.9845225786381024,1.049100149821238,1.327480678045093,3576263,9,1.814016809131509,37.25047317199466,7.250000908769853,6.103316571503944,51,50,50,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr7:100606043-130154523,1640375,0.9861794911754784,1.0500684949044912,1.4181235621965231,1562161,8,2.8258922693373973,41.84190750373227,7.415963527446915,6.468532098067712,73,72,72,9.0,11.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr8:86726451-142766515,3025118,0.9830630020255684,1.045650453898292,1.449123856868237,2893050,8,2.4792825610627136,33.71316023863984,6.695375468795907,5.8063034917785545,66,65,65,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr9:92678796-133073060,2598179,0.9856866221138124,1.053110311987769,1.184286312178183,2467149,11,1.6289817128756092,40.73649050851769,7.962318044025715,6.382514434650163,59,58,58,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr10:18024675-38818835,1096001,0.982017617133182,1.0758577159836384,1.623198726418257,1018724,6,3.399893482581182,34.48261638158065,6.447609951272376,5.872190083910827,57,56,56,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr10:51448845-125869472,3887394,0.9816307508170252,1.075215705907002,1.3527438948628052,3615456,7,1.7760495195378372,33.69984249519453,6.557390824283299,5.805156543556301,53,52,52,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr11:96437584-134946516,1870614,0.9833647173200192,1.0754567609940855,1.4582295090517166,1739368,9,2.01077755779753,37.23595037560772,6.463200426821696,6.102126709238978,55,54,54,7.0,9.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr12:37856694-109373470,3894985,0.98222632135853,1.0765521343453792,1.4501064686074108,3618019,10,2.487549038321829,34.95627777963575,6.602378262800721,5.912383426304129,91,99,99,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr12:7239876-34856694,1470423,0.9803348556682684,1.0751464739856498,1.7336028598532265,1367650,10,4.793507822421574,31.49198920555448,6.186138997550543,5.6117723764916265,93,98,98,7.0,9.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr13:19020000-86760324,3271385,0.9800746206135594,1.0730929420050208,1.562347497674326,3048558,12,2.6097157115649456,30.89571223250061,5.939105964196843,5.55839115504663,51,50,50,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr14:19000000-107289540,5070352,0.9824810031782372,1.0779171579317504,1.3350004077565394,4703843,15,2.629866094599707,35.60575820514848,6.967003150402767,5.967056075247532,103,121,121,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr15:29209443-82829645,3453370,0.9828315856837558,1.0806687724880506,1.137155193560421,3195587,11,1.2100797275265245,36.58421990481999,7.511288536347156,6.0484890596594445,65,73,73,8.0,11.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr16:46385801-88389383,2446165,0.9998954564290352,1.1549578865413044,14.62257140524532,2117970,60,255.90900790237205,10867.026108386432,17.02770105336714,104.24502917830873,2566,3067,3067,9.0,11.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr17:34725848-62410760,1943388,0.9845665589160092,1.0837511606313834,1.1883827673826957,1793206,12,2.209720491044231,41.04238971870304,8.268251946513674,6.406433463222968,76,75,75,9.0,12.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr17:62460760-77546461,891026,0.981245474774881,1.0751769284141302,1.1912894168971802,828726,8,1.327405038416166,32.99813229643957,7.078276776642702,5.74440008150891,45,44,44,7.0,10.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr18:18510898-52059136,1501288,0.9964779808060016,1.0787525086423764,40.6116150679143,1391690,84,2484.6465342929173,188.8536270480428,6.16882710948559,13.742402520958365,581,1112,1112,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr1:3995268-13052998,542637,0.982334969777318,1.0773169371025604,1.0329214232712651,503694,6,0.8991650743414907,35.251013250737294,7.615329942385655,5.937256374011256,48,47,47,8.0,11.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr2:21178113-87668206,3831250,0.9816547310167864,1.0775204415998687,1.2642141332340286,3555618,9,1.5403905783430505,33.94859226532438,6.884754211504161,5.826542050421019,51,50,50,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr3:60000-66170270,3826322,0.9822174027099168,1.076809209461728,1.3264413427725938,3553390,7,1.80651490892492,34.9527164274098,6.8740521023585925,5.91208224125898,61,60,60,8.0,10.0,2.0,5.0,5.0,1,0
